# Species	Genes	Alg.-Conn.	protein.GCA_000227135.faa	protein.GCA_000755165.faa	protein.GCA_017916335.faa	protein.GCA_017918215.faa	protein.GCA_017918225.faa
5	5	0.895	CBZ34713.1	AIN98945.1	KAG5477210.1	KAG5503228.1	KAG5500149.1
5	5	0.895	CBZ34724.1	AIN98955.1	KAG5477221.1	KAG5503238.1	KAG5500160.1
5	5	0.895	CBZ34927.1	AIN99153.1	KAG5476066.1	KAG5502093.1	KAG5499479.1
5	5	0.895	CBZ35165.1	AIN99384.1	KAG5475497.1	KAG5500890.1	KAG5499156.1
5	5	0.895	CBZ35245.1	AIN99479.1	KAG5475590.1	KAG5500981.1	KAG5499248.1
5	5	0.895	CBZ35248.1	AIN99482.1	KAG5475593.1	KAG5500984.1	KAG5499251.1
5	5	0.895	CBZ35364.1	AIN99594.1	KAG5475711.1	KAG5501102.1	KAG5499366.1
5	5	0.895	CBZ35379.1	AIN99609.1	KAG5475727.1	KAG5501118.1	KAG5499382.1
5	5	0.895	CBZ35479.1	AIN99705.1	KAG5474635.1	KAG5499797.1	KAG5498221.1
5	5	0.895	CBZ35686.1	AIN99910.1	KAG5474852.1	KAG5500016.1	KAG5498439.1
5	5	0.895	CBZ35795.1	AIO00018.1	KAG5473443.1	KAG5498942.1	KAG5497259.1
5	5	0.895	CBZ35837.1	AIO00060.1	KAG5473488.1	KAG5498987.1	KAG5497303.1
5	5	0.895	CBZ35896.1	AIO00112.1	KAG5473541.1	KAG5499036.1	KAG5497356.1
5	5	0.895	CBZ36102.1	AIO00316.1	KAG5472677.1	KAG5497845.1	KAG5496541.1
5	5	0.895	CBZ36396.1	AIO00587.1	KAG5472975.1	KAG5498142.1	KAG5496832.1
5	5	0.895	CBZ36422.1	AIO00613.1	KAG5471565.1	KAG5496860.1	KAG5495740.1
5	5	0.895	CBZ36424.1	AIO00615.1	KAG5471567.1	KAG5496862.1	KAG5495742.1
5	5	0.895	CBZ36680.1	AIO00843.1	KAG5471825.1	KAG5497132.1	KAG5496013.1
5	5	0.895	CBZ37126.1	AIO01277.1	KAG5470376.1	KAG5495700.1	KAG5494943.1
5	5	0.895	CBZ37558.1	AIN97566.1	KAG5467755.1	KAG5493093.1	KAG5491520.1
5	5	0.895	CBZ37792.1	AIN97804.1	KAG5467977.1	KAG5493310.1	KAG5491763.1
5	5	0.895	CBZ37799.1	AIN97810.1	KAG5467983.1	KAG5493316.1	KAG5491769.1
5	5	0.895	CBZ37920.1	AIO01635.1	KAG5466051.1	KAG5491889.1	KAG5490890.1
5	5	0.895	CBZ37944.1	AIO01660.1	KAG5466075.1	KAG5491913.1	KAG5490914.1
5	5	0.895	CBZ38717.1	AIO02409.1	KAG5464839.1	KAG5489418.1	KAG5488672.1
5	5	0.895	CBZ38854.1	AIO02543.1	KAG5464982.1	KAG5489564.1	KAG5488818.1
5	5	0.895	CBZ38884.1	AIO02571.1	KAG5465009.1	KAG5489591.1	KAG5488848.1
5	5	0.895	CBZ38903.1	AIO02587.1	KAG5465026.1	KAG5489610.1	KAG5488866.1
5	5	0.895	CBZ38935.1	AIO02618.1	KAG5465059.1	KAG5489643.1	KAG5488901.1
5	5	0.894	CBZ31234.1	AIN95234.1	KAG5488213.1	KAG5512490.1	KAG5508454.1
5	5	0.894	CBZ31438.1	AIN95418.1	KAG5487878.1	KAG5512238.1	KAG5507937.1
5	5	0.894	CBZ31734.1	AIN95736.1	KAG5486838.1	KAG5511530.1	KAG5507171.1
5	5	0.894	CBZ31869.1	AIN95834.1	KAG5486429.1	KAG5511281.1	KAG5506882.1
5	5	0.894	CBZ32115.1	AIN96063.1	KAG5486134.1	KAG5511126.1	KAG5506687.1
5	5	0.894	CBZ32243.1	AIN96177.1	KAG5485708.1	KAG5510764.1	KAG5506345.1
5	5	0.894	CBZ32248.1	AIN96182.1	KAG5485713.1	KAG5510769.1	KAG5506350.1
5	5	0.894	CBZ32289.1	AIN96222.1	KAG5485325.1	KAG5510388.1	KAG5505888.1
5	5	0.894	CBZ32491.1	AIN96421.1	KAG5484915.1	KAG5510273.1	KAG5505631.1
5	5	0.894	CBZ32625.1	AIN96551.1	KAG5484401.1	KAG5510027.1	KAG5505330.1
5	5	0.894	CBZ32641.1	AIN96582.1	KAG5484435.1	KAG5510059.1	KAG5505362.1
5	5	0.894	CBZ32966.1	AIN96863.1	KAG5483103.1	KAG5509325.1	KAG5504668.1
5	5	0.894	CBZ32985.1	AIN96881.1	KAG5482281.1	KAG5508876.1	KAG5504138.1
5	5	0.894	CBZ33143.1	AIN97028.1	KAG5482437.1	KAG5509022.1	KAG5504305.1
5	5	0.894	CBZ33177.1	AIN97059.1	KAG5481793.1	KAG5508489.1	KAG5503764.1
5	5	0.894	CBZ33299.1	AIN97174.1	KAG5481910.1	KAG5508606.1	KAG5503882.1
5	5	0.894	CBZ33368.1	AIN97235.1	KAG5481351.1	KAG5508022.1	KAG5503636.1
5	5	0.894	CBZ33485.1	AIN97353.1	KAG5480828.1	KAG5507262.1	KAG5502998.1
5	5	0.894	CBZ33552.1	AIN97421.1	KAG5480894.1	KAG5507329.1	KAG5503067.1
5	5	0.894	CBZ33682.1	AIN97961.1	KAG5480355.1	KAG5506742.1	KAG5502598.1
5	5	0.894	CBZ33706.1	AIN97982.1	KAG5480379.1	KAG5506766.1	KAG5502622.1
5	5	0.894	CBZ33826.1	AIN98095.1	KAG5479715.1	KAG5506008.1	KAG5502342.1
5	5	0.894	CBZ33920.1	AIN98186.1	KAG5479810.1	KAG5506106.1	KAG5502439.1
5	5	0.894	CBZ34190.1	AIN98448.1	KAG5479316.1	KAG5505529.1	KAG5501757.1
5	5	0.894	CBZ34367.1	AIN98614.1	KAG5478568.1	KAG5504863.1	KAG5501333.1
5	5	0.894	CBZ35039.1	AIN99264.1	KAG5476178.1	KAG5502203.1	KAG5499598.1
5	5	0.894	CBZ35186.1	AIN99406.1	KAG5475517.1	KAG5500911.1	KAG5499176.1
5	5	0.894	CBZ35347.1	AIN99577.1	KAG5475694.1	KAG5501085.1	KAG5499349.1
5	5	0.894	CBZ35449.1	AIN99666.1	KAG5474592.1	KAG5499756.1	KAG5498178.1
5	5	0.894	CBZ35626.1	AIN99852.1	KAG5474790.1	KAG5499953.1	KAG5498376.1
5	5	0.894	CBZ35661.1	AIN99887.1	KAG5474829.1	KAG5499993.1	KAG5498415.1
5	5	0.894	CBZ35711.1	AIN99935.1	KAG5474877.1	KAG5500041.1	KAG5498459.1
5	5	0.894	CBZ35906.1	AIO00121.1	KAG5473550.1	KAG5499045.1	KAG5497365.1
5	5	0.894	CBZ35971.1	AIO00184.1	KAG5473610.1	KAG5499103.1	KAG5497426.1
5	5	0.894	CBZ36191.1	AIO00392.1	KAG5472766.1	KAG5497932.1	KAG5496623.1
5	5	0.894	CBZ36367.1	AIO00560.1	KAG5472945.1	KAG5498114.1	KAG5496804.1
5	5	0.894	CBZ36450.1	AIO00634.1	KAG5471584.1	KAG5496883.1	KAG5495763.1
5	5	0.894	CBZ36860.1	AIO01016.1	KAG5470101.1	KAG5495425.1	KAG5494666.1
5	5	0.894	CBZ36906.1	AIO01061.1	KAG5470149.1	KAG5495473.1	KAG5494714.1
5	5	0.894	CBZ37133.1	AIO01285.1	KAG5470384.1	KAG5495708.1	KAG5494951.1
5	5	0.894	CBZ37173.1	AIO01327.1	KAG5468947.1	KAG5494210.1	KAG5493454.1
5	5	0.894	CBZ37234.1	AIO01386.1	KAG5469008.1	KAG5494277.1	KAG5493511.1
5	5	0.894	CBZ37321.1	AIO01469.1	KAG5469091.1	KAG5494361.1	KAG5493595.1
5	5	0.894	CBZ37609.1	AIN97619.1	KAG5467800.1	KAG5493134.1	KAG5491563.1
5	5	0.894	CBZ37749.1	AIN97754.1	KAG5467930.1	KAG5493264.1	KAG5491713.1
5	5	0.894	CBZ38267.1	AIO01973.1	KAG5466404.1	KAG5492241.1	KAG5491252.1
5	5	0.894	CBZ38273.1	AIO01978.1	KAG5466411.1	KAG5492247.1	KAG5491260.1
5	5	0.894	CBZ38312.1	AIO02017.1	KAG5466458.1	KAG5492292.1	KAG5491312.1
5	5	0.894	CBZ38416.1	AIO02124.1	KAG5466572.1	KAG5492404.1	KAG5491424.1
5	5	0.894	CBZ38423.1	AIO02130.1	KAG5466581.1	KAG5492412.1	KAG5491432.1
5	5	0.894	CBZ38555.1	AIO02251.1	KAG5464672.1	KAG5489255.1	KAG5488509.1
5	5	0.894	CBZ38587.1	AIO02283.1	KAG5464704.1	KAG5489285.1	KAG5488540.1
5	5	0.894	CBZ38744.1	AIO02435.1	KAG5464867.1	KAG5489447.1	KAG5488701.1
5	5	0.894	CBZ39072.1	AIO02755.1	KAG5465197.1	KAG5489777.1	KAG5489040.1
5	5	0.894	CBZ39134.1	AIO02815.1	KAG5465259.1	KAG5489842.1	KAG5489102.1
5	5	0.893	CBZ31349.1	AIN95338.1	KAG5487784.1	KAG5512152.1	KAG5507830.1
5	5	0.893	CBZ31551.1	AIN95528.1	KAG5487648.1	KAG5512048.1	KAG5507787.1
5	5	0.893	CBZ31601.1	AIN95576.1	KAG5487226.1	KAG5511748.1	KAG5507412.1
5	5	0.893	CBZ31816.1	AIN95778.1	KAG5486880.1	KAG5511573.1	KAG5507216.1
5	5	0.893	CBZ32134.1	AIN96081.1	KAG5485603.1	KAG5510668.1	KAG5506235.1
5	5	0.893	CBZ32461.1	AIN96389.1	KAG5484885.1	KAG5510243.1	KAG5505601.1
5	5	0.893	CBZ32829.1	AIN96737.1	KAG5482970.1	KAG5509192.1	KAG5504532.1
5	5	0.893	CBZ32898.1	AIN96800.1	KAG5483039.1	KAG5509260.1	KAG5504600.1
5	5	0.893	CBZ32960.1	AIN96857.1	KAG5483098.1	KAG5509320.1	KAG5504662.1
5	5	0.893	CBZ33120.1	AIN97006.1	KAG5482415.1	KAG5509002.1	KAG5504281.1
5	5	0.893	CBZ33284.1	AIN97160.1	KAG5481896.1	KAG5508592.1	KAG5503869.1
5	5	0.893	CBZ33342.1	AIN97215.1	KAG5481326.1	KAG5507996.1	KAG5503611.1
5	5	0.893	CBZ33514.1	AIN97383.1	KAG5480858.1	KAG5507292.1	KAG5503028.1
5	5	0.893	CBZ33763.1	AIN98034.1	KAG5480434.1	KAG5506816.1	KAG5502677.1
5	5	0.893	CBZ33871.1	AIN98137.1	KAG5479763.1	KAG5506058.1	KAG5502392.1
5	5	0.893	CBZ34180.1	AIN98437.1	KAG5479305.1	KAG5505518.1	KAG5501748.1
5	5	0.893	CBZ34200.1	AIN98456.1	KAG5478380.1	KAG5504691.1	KAG5501153.1
5	5	0.893	CBZ34262.1	AIN98516.1	KAG5478443.1	KAG5504754.1	KAG5501217.1
5	5	0.893	CBZ34348.1	AIN98597.1	KAG5478550.1	KAG5504845.1	KAG5501315.1
5	5	0.893	CBZ34382.1	AIN98628.1	KAG5478582.1	KAG5504877.1	KAG5501347.1
5	5	0.893	CBZ34453.1	AIN98695.1	KAG5477954.1	KAG5503958.1	KAG5500708.1
5	5	0.893	CBZ34642.1	AIN98878.1	KAG5477136.1	KAG5503157.1	KAG5500074.1
5	5	0.893	CBZ34736.1	AIN98967.1	KAG5477233.1	KAG5503249.1	KAG5500172.1
5	5	0.893	CBZ34831.1	AIN99064.1	KAG5477333.1	KAG5503344.1	KAG5500271.1
5	5	0.893	CBZ34872.1	AIN99104.1	KAG5477373.1	KAG5503383.1	KAG5500311.1
5	5	0.893	CBZ35353.1	AIN99583.1	KAG5475700.1	KAG5501091.1	KAG5499355.1
5	5	0.893	CBZ35389.1	AIN99621.1	KAG5475736.1	KAG5501129.1	KAG5499392.1
5	5	0.893	CBZ35431.1	AIN99660.1	KAG5474586.1	KAG5499750.1	KAG5498172.1
5	5	0.893	CBZ35678.1	AIN99902.1	KAG5474845.1	KAG5500009.1	KAG5498431.1
5	5	0.893	CBZ36316.1	AIO00511.1	KAG5472891.1	KAG5498059.1	KAG5496747.1
5	5	0.893	CBZ36476.1	AIO00661.1	KAG5471606.1	KAG5496905.1	KAG5495786.1
5	5	0.893	CBZ36521.1	AIO00697.1	KAG5471654.1	KAG5496939.1	KAG5495831.1
5	5	0.893	CBZ36582.1	AIO00758.1	KAG5471727.1	KAG5497004.1	KAG5495911.1
5	5	0.893	CBZ36632.1	AIO00797.1	KAG5471779.1	KAG5497047.1	KAG5495964.1
5	5	0.893	CBZ36637.1	AIO00801.1	KAG5471784.1	KAG5497052.1	KAG5495968.1
5	5	0.893	CBZ36886.1	AIO01043.1	KAG5470129.1	KAG5495453.1	KAG5494694.1
5	5	0.893	CBZ36950.1	AIO01103.1	KAG5470195.1	KAG5495518.1	KAG5494760.1
5	5	0.893	CBZ36972.1	AIO01127.1	KAG5470219.1	KAG5495541.1	KAG5494784.1
5	5	0.893	CBZ37365.1	AIO01512.1	KAG5469138.1	KAG5494408.1	KAG5493641.1
5	5	0.893	CBZ37774.1	AIN97785.1	KAG5467959.1	KAG5493293.1	KAG5491745.1
5	5	0.893	CBZ37894.1	AIN97906.1	KAG5468080.1	KAG5493411.1	KAG5491867.1
5	5	0.893	CBZ38132.1	AIO01840.1	KAG5466263.1	KAG5492101.1	KAG5491105.1
5	5	0.893	CBZ38297.1	AIO02003.1	KAG5466444.1	KAG5492278.1	KAG5491299.1
5	5	0.893	CBZ38333.1	AIO02036.1	KAG5466479.1	KAG5492313.1	KAG5491335.1
5	5	0.893	CBZ38485.1	AIO02183.1	KAG5464601.1	KAG5489187.1	KAG5488438.1
5	5	0.893	CBZ38726.1	AIO02418.1	KAG5464846.1	KAG5489426.1	KAG5488680.1
5	5	0.893	CBZ38801.1	AIO02492.1	KAG5464926.1	KAG5489508.1	KAG5488762.1
5	5	0.893	CBZ38861.1	AIO02549.1	KAG5464989.1	KAG5489569.1	KAG5488826.1
5	5	0.893	CBZ39050.1	AIO02732.1	KAG5465172.1	KAG5489753.1	KAG5489016.1
5	5	0.893	CBZ39142.1	AIO02822.1	KAG5465268.1	KAG5489851.1	KAG5489111.1
5	5	0.892	CBZ31248.1	AIN95241.1	KAG5487981.1	KAG5512339.1	KAG5508285.1
5	5	0.892	CBZ31461.1	AIN95439.1	KAG5487901.1	KAG5512261.1	KAG5507960.1
5	5	0.892	CBZ31544.1	AIN95521.1	KAG5487641.1	KAG5512040.1	KAG5507780.1
5	5	0.892	CBZ31562.1	AIN95540.1	KAG5487659.1	KAG5512058.1	KAG5507797.1
5	5	0.892	CBZ31685.1	AIN95655.1	KAG5487316.1	KAG5511834.1	KAG5507501.1
5	5	0.892	CBZ32148.1	AIN96094.1	KAG5485616.1	KAG5510681.1	KAG5506248.1
5	5	0.892	CBZ32395.1	AIN96324.1	KAG5485428.1	KAG5510495.1	KAG5505988.1
5	5	0.892	CBZ33004.1	AIN96899.1	KAG5482302.1	KAG5508896.1	KAG5504158.1
5	5	0.892	CBZ33127.1	AIN97013.1	KAG5482422.1	KAG5509009.1	KAG5504288.1
5	5	0.892	CBZ33319.1	AIN97193.1	KAG5481304.1	KAG5507974.1	KAG5503589.1
5	5	0.892	CBZ33655.1	AIN97935.1	KAG5480327.1	KAG5506716.1	KAG5502571.1
5	5	0.892	CBZ33665.1	AIN97945.1	KAG5480338.1	KAG5506725.1	KAG5502581.1
5	5	0.892	CBZ33886.1	AIN98153.1	KAG5479777.1	KAG5506072.1	KAG5502406.1
5	5	0.892	CBZ34140.1	AIN98399.1	KAG5479268.1	KAG5505474.1	KAG5501711.1
5	5	0.892	CBZ34305.1	AIN98557.1	KAG5478491.1	KAG5504800.1	KAG5501267.1
5	5	0.892	CBZ34442.1	AIN98684.1	KAG5477944.1	KAG5503947.1	KAG5500697.1
5	5	0.892	CBZ34600.1	AIN98834.1	KAG5478099.1	KAG5504103.1	KAG5500856.1
5	5	0.892	CBZ34772.1	AIN99004.1	KAG5477273.1	KAG5503287.1	KAG5500212.1
5	5	0.892	CBZ35147.1	AIN99366.1	KAG5476285.1	KAG5502313.1	KAG5499709.1
5	5	0.892	CBZ35214.1	AIN99451.1	KAG5475559.1	KAG5500950.1	KAG5499217.1
5	5	0.892	CBZ35355.1	AIN99585.1	KAG5475702.1	KAG5501093.1	KAG5499357.1
5	5	0.892	CBZ35367.1	AIN99597.1	KAG5475714.1	KAG5501105.1	KAG5499369.1
5	5	0.892	CBZ35415.1	AIN99646.1	KAG5474570.1	KAG5499734.1	KAG5498156.1
5	5	0.892	CBZ35606.1	AIN99833.1	KAG5474767.1	KAG5499932.1	KAG5498354.1
5	5	0.892	CBZ35628.1	AIN99854.1	KAG5474792.1	KAG5499955.1	KAG5498378.1
5	5	0.892	CBZ35637.1	AIN99863.1	KAG5474801.1	KAG5499964.1	KAG5498389.1
5	5	0.892	CBZ35734.1	AIN99959.1	KAG5473388.1	KAG5498888.1	KAG5497203.1
5	5	0.892	CBZ35765.1	AIN99989.1	KAG5473418.1	KAG5498917.1	KAG5497233.1
5	5	0.892	CBZ35805.1	AIO00028.1	KAG5473454.1	KAG5498953.1	KAG5497269.1
5	5	0.892	CBZ35952.1	AIO00166.1	KAG5473592.1	KAG5499086.1	KAG5497408.1
5	5	0.892	CBZ36106.1	AIO00320.1	KAG5472681.1	KAG5497848.1	KAG5496544.1
5	5	0.892	CBZ36109.1	AIO00321.1	KAG5472684.1	KAG5497851.1	KAG5496547.1
5	5	0.892	CBZ36299.1	AIO00494.1	KAG5472872.1	KAG5498040.1	KAG5496729.1
5	5	0.892	CBZ36469.1	AIO00653.1	KAG5471599.1	KAG5496898.1	KAG5495779.1
5	5	0.892	CBZ36946.1	AIO01099.1	KAG5470191.1	KAG5495514.1	KAG5494756.1
5	5	0.892	CBZ37033.1	AIO01189.1	KAG5470280.1	KAG5495602.1	KAG5494846.1
5	5	0.892	CBZ37113.1	AIO01264.1	KAG5470363.1	KAG5495687.1	KAG5494930.1
5	5	0.892	CBZ37214.1	AIO01366.1	KAG5468988.1	KAG5494252.1	KAG5493492.1
5	5	0.892	CBZ37421.1	AIO01568.1	KAG5469195.1	KAG5494461.1	KAG5493699.1
5	5	0.892	CBZ37489.1	AIN97523.1	KAG5467685.1	KAG5493023.1	KAG5491449.1
5	5	0.892	CBZ37782.1	AIN97792.1	KAG5467967.1	KAG5493301.1	KAG5491753.1
5	5	0.892	CBZ37891.1	AIN97901.1	KAG5468074.1	KAG5493405.1	KAG5491861.1
5	5	0.892	CBZ38079.1	AIO01788.1	KAG5466205.1	KAG5492043.1	KAG5491048.1
5	5	0.892	CBZ38192.1	AIO01899.1	KAG5466328.1	KAG5492165.1	KAG5491167.1
5	5	0.892	CBZ38760.1	AIO02451.1	KAG5464882.1	KAG5489463.1	KAG5488717.1
5	5	0.892	CBZ38796.1	AIO02487.1	KAG5464921.1	KAG5489503.1	KAG5488757.1
5	5	0.892	CBZ38990.1	AIO02674.1	KAG5465115.1	KAG5489697.1	KAG5488959.1
5	5	0.891	CBZ31297.1	AIN95288.1	KAG5488032.1	KAG5512387.1	KAG5508335.1
5	5	0.891	CBZ31344.1	AIN95333.1	KAG5487779.1	KAG5512147.1	KAG5507825.1
5	5	0.891	CBZ31347.1	AIN95336.1	KAG5487782.1	KAG5512150.1	KAG5507828.1
5	5	0.891	CBZ31475.1	AIN95453.1	KAG5487571.1	KAG5511972.1	KAG5507709.1
5	5	0.891	CBZ31508.1	AIN95486.1	KAG5487604.1	KAG5512003.1	KAG5507742.1
5	5	0.891	CBZ31543.1	AIN95520.1	KAG5487640.1	KAG5512039.1	KAG5507779.1
5	5	0.891	CBZ31609.1	AIN95584.1	KAG5487235.1	KAG5511756.1	KAG5507421.1
5	5	0.891	CBZ32129.1	AIN96076.1	KAG5485598.1	KAG5510663.1	KAG5506230.1
5	5	0.891	CBZ32237.1	AIN96171.1	KAG5485702.1	KAG5510758.1	KAG5506339.1
5	5	0.891	CBZ32511.1	AIN96441.1	KAG5484285.1	KAG5509913.1	KAG5505216.1
5	5	0.891	CBZ32713.1	AIN96632.1	KAG5483727.1	KAG5509708.1	KAG5505100.1
5	5	0.891	CBZ32973.1	AIN96869.1	KAG5483110.1	KAG5509332.1	KAG5504675.1
5	5	0.891	CBZ33373.1	AIN97227.1	KAG5481359.1	KAG5508030.1	KAG5503644.1
5	5	0.891	CBZ33479.1	AIN97347.1	KAG5480822.1	KAG5507256.1	KAG5502992.1
5	5	0.891	CBZ33507.1	AIN97375.1	KAG5480850.1	KAG5507284.1	KAG5503020.1
5	5	0.891	CBZ33961.1	AIN98223.1	KAG5479849.1	KAG5506144.1	KAG5502477.1
5	5	0.891	CBZ34099.1	AIN98357.1	KAG5479221.1	KAG5505428.1	KAG5501651.1
5	5	0.891	CBZ34496.1	AIN98736.1	KAG5477994.1	KAG5503998.1	KAG5500749.1
5	5	0.891	CBZ34568.1	AIN98802.1	KAG5478069.1	KAG5504072.1	KAG5500824.1
5	5	0.891	CBZ34578.1	AIN98812.1	KAG5478078.1	KAG5504081.1	KAG5500834.1
5	5	0.891	CBZ34625.1	AIN98858.1	KAG5478124.1	KAG5504128.1	KAG5500881.1
5	5	0.891	CBZ34726.1	AIN98957.1	KAG5477223.1	KAG5503240.1	KAG5500162.1
5	5	0.891	CBZ34840.1	AIN99073.1	KAG5477341.1	KAG5503352.1	KAG5500279.1
5	5	0.891	CBZ35114.1	AIN99335.1	KAG5476253.1	KAG5502278.1	KAG5499677.1
5	5	0.891	CBZ35234.1	AIN99470.1	KAG5475579.1	KAG5500970.1	KAG5499237.1
5	5	0.891	CBZ35251.1	AIN99485.1	KAG5475596.1	KAG5500987.1	KAG5499254.1
5	5	0.891	CBZ35368.1	AIN99598.1	KAG5475715.1	KAG5501106.1	KAG5499370.1
5	5	0.891	CBZ35696.1	AIN99920.1	KAG5474861.1	KAG5500029.1	KAG5498447.1
5	5	0.891	CBZ36339.1	AIO00532.1	KAG5472916.1	KAG5498086.1	KAG5496775.1
5	5	0.891	CBZ36740.1	AIO00897.1	KAG5469977.1	KAG5495298.1	KAG5494546.1
5	5	0.891	CBZ36791.1	AIO00948.1	KAG5470026.1	KAG5495347.1	KAG5494594.1
5	5	0.891	CBZ36805.1	AIO00962.1	KAG5470046.1	KAG5495370.1	KAG5494609.1
5	5	0.891	CBZ36924.1	AIO01078.1	KAG5470167.1	KAG5495490.1	KAG5494732.1
5	5	0.891	CBZ37390.1	AIO01538.1	KAG5469162.1	KAG5494431.1	KAG5493665.1
5	5	0.891	CBZ37410.1	AIO01557.1	KAG5469184.1	KAG5494450.1	KAG5493688.1
5	5	0.891	CBZ37573.1	AIN97582.1	KAG5467767.1	KAG5493104.1	KAG5491531.1
5	5	0.891	CBZ37757.1	AIN97763.1	KAG5467938.1	KAG5493272.1	KAG5491726.1
5	5	0.891	CBZ38026.1	AIO01733.1	KAG5466150.1	KAG5491990.1	KAG5490994.1
5	5	0.891	CBZ38064.1	AIO01771.1	KAG5466189.1	KAG5492027.1	KAG5491032.1
5	5	0.891	CBZ38178.1	AIO01884.1	KAG5466312.1	KAG5492149.1	KAG5491152.1
5	5	0.891	CBZ38183.1	AIO01889.1	KAG5466318.1	KAG5492155.1	KAG5491158.1
5	5	0.891	CBZ38275.1	AIO01980.1	KAG5466413.1	KAG5492249.1	KAG5491262.1
5	5	0.891	CBZ38904.1	AIO02588.1	KAG5465027.1	KAG5489611.1	KAG5488867.1
5	5	0.891	CBZ38925.1	AIO02608.1	KAG5465048.1	KAG5489632.1	KAG5488889.1
5	5	0.891	CBZ38988.1	AIO02672.1	KAG5465113.1	KAG5489695.1	KAG5488957.1
5	5	0.89	CBZ31203.1	AIN95207.1	KAG5488181.1	KAG5512455.1	KAG5508422.1
5	5	0.89	CBZ31204.1	AIN95208.1	KAG5488182.1	KAG5512456.1	KAG5508423.1
5	5	0.89	CBZ31559.1	AIN95535.1	KAG5487656.1	KAG5512055.1	KAG5507794.1
5	5	0.89	CBZ32037.1	AIN95988.1	KAG5486057.1	KAG5511051.1	KAG5506614.1
5	5	0.89	CBZ32079.1	AIN96030.1	KAG5486100.1	KAG5511093.1	KAG5506656.1
5	5	0.89	CBZ32659.1	AIN96570.1	KAG5484423.1	KAG5510047.1	KAG5505350.1
5	5	0.89	CBZ32685.1	AIN96607.1	KAG5483698.1	KAG5509683.1	KAG5505071.1
5	5	0.89	CBZ32742.1	AIN96656.1	KAG5483750.1	KAG5509734.1	KAG5505127.1
5	5	0.89	CBZ33007.1	AIN96902.1	KAG5482305.1	KAG5508899.1	KAG5504161.1
5	5	0.89	CBZ33138.1	AIN97023.1	KAG5482432.1	KAG5509017.1	KAG5504300.1
5	5	0.89	CBZ33150.1	AIN97035.1	KAG5482443.1	KAG5509028.1	KAG5504311.1
5	5	0.89	CBZ33255.1	AIN97133.1	KAG5481866.1	KAG5508559.1	KAG5503837.1
5	5	0.89	CBZ33586.1	AIN97447.1	KAG5480922.1	KAG5507360.1	KAG5503094.1
5	5	0.89	CBZ33613.1	AIN97474.1	KAG5480952.1	KAG5507381.1	KAG5503125.1
5	5	0.89	CBZ33796.1	AIN98065.1	KAG5480462.1	KAG5506843.1	KAG5502706.1
5	5	0.89	CBZ33823.1	AIN98092.1	KAG5479712.1	KAG5506005.1	KAG5502339.1
5	5	0.89	CBZ33865.1	AIN98131.1	KAG5479757.1	KAG5506052.1	KAG5502385.1
5	5	0.89	CBZ33873.1	AIN98139.1	KAG5479765.1	KAG5506060.1	KAG5502394.1
5	5	0.89	CBZ34103.1	AIN98361.1	KAG5479227.1	KAG5505433.1	KAG5501667.1
5	5	0.89	CBZ34204.1	AIN98460.1	KAG5478384.1	KAG5504695.1	KAG5501157.1
5	5	0.89	CBZ34390.1	AIN98637.1	KAG5477893.1	KAG5503895.1	KAG5500645.1
5	5	0.89	CBZ34397.1	AIN98644.1	KAG5477899.1	KAG5503901.1	KAG5500652.1
5	5	0.89	CBZ34441.1	AIN98683.1	KAG5477943.1	KAG5503946.1	KAG5500696.1
5	5	0.89	CBZ34461.1	AIN98702.1	KAG5477962.1	KAG5503966.1	KAG5500716.1
5	5	0.89	CBZ34603.1	AIN98836.1	KAG5478101.1	KAG5504105.1	KAG5500858.1
5	5	0.89	CBZ34647.1	AIN98883.1	KAG5477141.1	KAG5503162.1	KAG5500079.1
5	5	0.89	CBZ34787.1	AIN99020.1	KAG5477289.1	KAG5503303.1	KAG5500228.1
5	5	0.89	CBZ34883.1	AIN99114.1	KAG5477385.1	KAG5503395.1	KAG5500323.1
5	5	0.89	CBZ34960.1	AIN99186.1	KAG5476099.1	KAG5502123.1	KAG5499513.1
5	5	0.89	CBZ35125.1	AIN99346.1	KAG5476264.1	KAG5502289.1	KAG5499687.1
5	5	0.89	CBZ35191.1	AIN99410.1	KAG5475521.1	KAG5500915.1	KAG5499180.1
5	5	0.89	CBZ35264.1	AIN99498.1	KAG5475609.1	KAG5501001.1	KAG5499266.1
5	5	0.89	CBZ35529.1	AIN99754.1	KAG5474684.1	KAG5499847.1	KAG5498271.1
5	5	0.89	CBZ35670.1	AIN99894.1	KAG5474837.1	KAG5500001.1	KAG5498423.1
5	5	0.89	CBZ36152.1	AIO00360.1	KAG5472729.1	KAG5497895.1	KAG5496589.1
5	5	0.89	CBZ36242.1	AIO00439.1	KAG5472816.1	KAG5497982.1	KAG5496673.1
5	5	0.89	CBZ36304.1	AIO00499.1	KAG5472877.1	KAG5498045.1	KAG5496733.1
5	5	0.89	CBZ36384.1	AIO00575.1	KAG5472963.1	KAG5498130.1	KAG5496820.1
5	5	0.89	CBZ36953.1	AIO01106.1	KAG5470198.1	KAG5495521.1	KAG5494763.1
5	5	0.89	CBZ37087.1	AIO01241.1	KAG5470339.1	KAG5495660.1	KAG5494903.1
5	5	0.89	CBZ37495.1	AIN97515.1	KAG5467692.1	KAG5493030.1	KAG5491457.1
