# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	889804	895167	-			KAG5497403.1	hypothetical protein			JIQ42_03889	5364		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	889804	895167	-	KAG5497403.1			hypothetical protein			JIQ42_03889	5364	1787	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	898241	899134	-							JIQ42_03890	894		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	898241	899134	-			KAG5497404.1	hypothetical protein			JIQ42_03890	894		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	898241	899134	-	KAG5497404.1			hypothetical protein			JIQ42_03890	894	297	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	902106	903518	-							JIQ42_03891	1413		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	902106	903518	-			KAG5497405.1	hypothetical protein			JIQ42_03891	1413		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	902106	903518	-	KAG5497405.1			hypothetical protein			JIQ42_03891	1413	470	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	906290	906961	-							JIQ42_03892	672		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	906290	906961	-			KAG5497406.1	hypothetical protein			JIQ42_03892	672		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	906290	906961	-	KAG5497406.1			hypothetical protein			JIQ42_03892	672	223	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	913924	915675	-							JIQ42_03893	1752		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	913924	915675	-			KAG5497407.1	hypothetical protein			JIQ42_03893	1752		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	913924	915675	-	KAG5497407.1			hypothetical protein			JIQ42_03893	1752	583	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	921718	923055	-							JIQ42_03894	1338		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	921718	923055	-			KAG5497408.1	hypothetical protein			JIQ42_03894	1338		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	921718	923055	-	KAG5497408.1			hypothetical protein			JIQ42_03894	1338	445	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	923890	925728	-							JIQ42_03895	1839		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	923890	925728	-			KAG5497409.1	hypothetical protein			JIQ42_03895	1839		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	923890	925728	-	KAG5497409.1			hypothetical protein			JIQ42_03895	1839	612	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	926757	928364	-							JIQ42_03896	1608		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	926757	928364	-			KAG5497410.1	hypothetical protein			JIQ42_03896	1608		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	926757	928364	-	KAG5497410.1			hypothetical protein			JIQ42_03896	1608	535	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	932612	936886	-							JIQ42_03897	4275		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	932612	936886	-			KAG5497411.1	hypothetical protein			JIQ42_03897	4275		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	932612	936886	-	KAG5497411.1			hypothetical protein			JIQ42_03897	4275	1424	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	940646	942724	-							JIQ42_03898	2079		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	940646	942724	-			KAG5497412.1	hypothetical protein			JIQ42_03898	2079		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	940646	942724	-	KAG5497412.1			hypothetical protein			JIQ42_03898	2079	692	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	944518	946029	-							JIQ42_03899	1512		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	944518	946029	-			KAG5497413.1	hypothetical protein			JIQ42_03899	1512		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	944518	946029	-	KAG5497413.1			hypothetical protein			JIQ42_03899	1512	503	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	948609	950258	-							JIQ42_03900	1650		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	948609	950258	-			KAG5497414.1	hypothetical protein			JIQ42_03900	1650		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	948609	950258	-	KAG5497414.1			hypothetical protein			JIQ42_03900	1650	549	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	951634	953238	-							JIQ42_03901	1605		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	951634	953238	-			KAG5497415.1	hypothetical protein			JIQ42_03901	1605		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	951634	953238	-	KAG5497415.1			hypothetical protein			JIQ42_03901	1605	534	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	955042	957645	-							JIQ42_03902	2604		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	955042	957645	-			KAG5497416.1	hypothetical protein			JIQ42_03902	2604		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	955042	957645	-	KAG5497416.1			hypothetical protein			JIQ42_03902	2604	867	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	959317	961443	-							JIQ42_03903	2127		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	959317	961443	-			KAG5497417.1	hypothetical protein			JIQ42_03903	2127		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	959317	961443	-	KAG5497417.1			hypothetical protein			JIQ42_03903	2127	708	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	962512	963471	-							JIQ42_03904	960		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	962512	963471	-			KAG5497418.1	hypothetical protein			JIQ42_03904	960		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	962512	963471	-	KAG5497418.1			hypothetical protein			JIQ42_03904	960	319	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	966241	969879	-							JIQ42_03905	3639		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	966241	969879	-			KAG5497419.1	hypothetical protein			JIQ42_03905	984		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	966241	969879	-	KAG5497419.1			hypothetical protein			JIQ42_03905	984	327	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	979155	980378	-							JIQ42_03906	1224		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	979155	980378	-			KAG5497420.1	hypothetical protein			JIQ42_03906	1224		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	979155	980378	-	KAG5497420.1			hypothetical protein			JIQ42_03906	1224	407	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	984723	986984	-							JIQ42_03907	2262		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	984723	986984	-			KAG5497421.1	hypothetical protein			JIQ42_03907	2262		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	984723	986984	-	KAG5497421.1			hypothetical protein			JIQ42_03907	2262	753	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	989733	990536	-							JIQ42_03908	804		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	989733	990536	-			KAG5497422.1	hypothetical protein			JIQ42_03908	804		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	989733	990536	-	KAG5497422.1			hypothetical protein			JIQ42_03908	804	267	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	992932	994050	-							JIQ42_03909	1119		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	992932	994050	-			KAG5497423.1	hypothetical protein			JIQ42_03909	1119		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	992932	994050	-	KAG5497423.1			hypothetical protein			JIQ42_03909	1119	372	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	994634	995785	-							JIQ42_03910	1152		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	994634	995785	-			KAG5497424.1	hypothetical protein			JIQ42_03910	1152		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	994634	995785	-	KAG5497424.1			hypothetical protein			JIQ42_03910	1152	383	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	996189	996743	-							JIQ42_03911	555		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	996189	996743	-			KAG5497425.1	hypothetical protein			JIQ42_03911	555		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	996189	996743	-	KAG5497425.1			hypothetical protein			JIQ42_03911	555	184	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	997123	997743	-							JIQ42_03912	621		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	997123	997743	-			KAG5497426.1	hypothetical protein			JIQ42_03912	621		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	997123	997743	-	KAG5497426.1			hypothetical protein			JIQ42_03912	621	206	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	999288	1000649	+							JIQ42_03913	1362		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	999288	1000649	+			KAG5497427.1	hypothetical protein			JIQ42_03913	1362		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	999288	1000649	+	KAG5497427.1			hypothetical protein			JIQ42_03913	1362	453	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1001560	1001715	+							JIQ42_03914	156		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1001560	1001715	+			KAG5497428.1	hypothetical protein			JIQ42_03914	156		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1001560	1001715	+	KAG5497428.1			hypothetical protein			JIQ42_03914	156	51	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1002215	1003987	+							JIQ42_03915	1773		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1002215	1003987	+			KAG5497429.1	hypothetical protein			JIQ42_03915	1773		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1002215	1003987	+	KAG5497429.1			hypothetical protein			JIQ42_03915	1773	590	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1011422	1012621	+							JIQ42_03916	1200		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1011422	1012621	+			KAG5497430.1	hypothetical protein			JIQ42_03916	1200		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1011422	1012621	+	KAG5497430.1			hypothetical protein			JIQ42_03916	1200	399	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1014885	1016132	+							JIQ42_03917	1248		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1014885	1016132	+			KAG5497431.1	hypothetical protein			JIQ42_03917	1248		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1014885	1016132	+	KAG5497431.1			hypothetical protein			JIQ42_03917	1248	415	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1018080	1020173	+							JIQ42_03918	2094		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1018080	1020173	+			KAG5497432.1	hypothetical protein			JIQ42_03918	2094		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1018080	1020173	+	KAG5497432.1			hypothetical protein			JIQ42_03918	2094	697	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1021491	1023884	+							JIQ42_03919	2394		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1021491	1023884	+			KAG5497433.1	hypothetical protein			JIQ42_03919	2394		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1021491	1023884	+	KAG5497433.1			hypothetical protein			JIQ42_03919	2394	797	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1025273	1027426	+							JIQ42_03920	2154		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1025273	1027426	+			KAG5497434.1	hypothetical protein			JIQ42_03920	2154		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1025273	1027426	+	KAG5497434.1			hypothetical protein			JIQ42_03920	2154	717	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1032623	1033090	+							JIQ42_03921	468		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1032623	1033090	+			KAG5497435.1	hypothetical protein			JIQ42_03921	468		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1032623	1033090	+	KAG5497435.1			hypothetical protein			JIQ42_03921	468	155	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1035070	1035732	+							JIQ42_03922	663		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1035070	1035732	+			KAG5497436.1	hypothetical protein			JIQ42_03922	663		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1035070	1035732	+	KAG5497436.1			hypothetical protein			JIQ42_03922	663	220	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1037143	1037805	+							JIQ42_03923	663		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1037143	1037805	+			KAG5497437.1	hypothetical protein			JIQ42_03923	663		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1037143	1037805	+	KAG5497437.1			hypothetical protein			JIQ42_03923	663	220	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1039247	1042306	+							JIQ42_03924	3060		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1039247	1042306	+			KAG5497438.1	hypothetical protein			JIQ42_03924	3060		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1039247	1042306	+	KAG5497438.1			hypothetical protein			JIQ42_03924	3060	1019	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1043971	1045314	+							JIQ42_03925	1344		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1043971	1045314	+			KAG5497439.1	hypothetical protein			JIQ42_03925	1344		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1043971	1045314	+	KAG5497439.1			hypothetical protein			JIQ42_03925	1344	447	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1047259	1048596	+							JIQ42_03926	1338		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1047259	1048596	+			KAG5497440.1	hypothetical protein			JIQ42_03926	1338		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1047259	1048596	+	KAG5497440.1			hypothetical protein			JIQ42_03926	1338	445	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1051525	1052985	+							JIQ42_03927	1461		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1051525	1052985	+			KAG5497441.1	hypothetical protein			JIQ42_03927	1461		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1051525	1052985	+	KAG5497441.1			hypothetical protein			JIQ42_03927	1461	486	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1056907	1058115	+							JIQ42_03928	1209		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1056907	1058115	+			KAG5497442.1	hypothetical protein			JIQ42_03928	1209		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1056907	1058115	+	KAG5497442.1			hypothetical protein			JIQ42_03928	1209	402	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1059255	1059458	+							JIQ42_03929	204		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1059255	1059458	+			KAG5497443.1	hypothetical protein			JIQ42_03929	204		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1059255	1059458	+	KAG5497443.1			hypothetical protein			JIQ42_03929	204	67	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1062168	1064066	+							JIQ42_03930	1899		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1062168	1064066	+			KAG5497444.1	hypothetical protein			JIQ42_03930	1899		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1062168	1064066	+	KAG5497444.1			hypothetical protein			JIQ42_03930	1899	632	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1066649	1069267	+							JIQ42_03931	2619		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1066649	1069267	+			KAG5497445.1	hypothetical protein			JIQ42_03931	2619		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1066649	1069267	+	KAG5497445.1			hypothetical protein			JIQ42_03931	2619	872	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1070511	1071536	+							JIQ42_03932	1026		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1070511	1071536	+			KAG5497446.1	hypothetical protein			JIQ42_03932	1026		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1070511	1071536	+	KAG5497446.1			hypothetical protein			JIQ42_03932	1026	341	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1073379	1074902	+							JIQ42_03933	1524		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1073379	1074902	+			KAG5497447.1	hypothetical protein			JIQ42_03933	1524		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1073379	1074902	+	KAG5497447.1			hypothetical protein			JIQ42_03933	1524	507	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1077998	1080061	+							JIQ42_03934	2064		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1077998	1080061	+			KAG5497448.1	hypothetical protein			JIQ42_03934	2064		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1077998	1080061	+	KAG5497448.1			hypothetical protein			JIQ42_03934	2064	687	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1082273	1084375	+							JIQ42_03935	2103		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1082273	1084375	+			KAG5497449.1	hypothetical protein			JIQ42_03935	2103		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1082273	1084375	+	KAG5497449.1			hypothetical protein			JIQ42_03935	2103	700	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1085432	1087710	+							JIQ42_03936	2279		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1085432	1087710	+			KAG5497450.1	hypothetical protein			JIQ42_03936	1503		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1085432	1087710	+	KAG5497450.1			hypothetical protein			JIQ42_03936	1503	500	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1088345	1090510	+							JIQ42_03937	2166		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1088345	1090510	+			KAG5497451.1	hypothetical protein			JIQ42_03937	2166		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1088345	1090510	+	KAG5497451.1			hypothetical protein			JIQ42_03937	2166	721	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1091060	1091428	+							JIQ42_03938	369		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1091060	1091428	+			KAG5497452.1	hypothetical protein			JIQ42_03938	369		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1091060	1091428	+	KAG5497452.1			hypothetical protein			JIQ42_03938	369	122	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1093254	1097009	+							JIQ42_03939	3756		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1093254	1097009	+			KAG5497453.1	hypothetical protein			JIQ42_03939	3756		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1093254	1097009	+	KAG5497453.1			hypothetical protein			JIQ42_03939	3756	1251	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1099364	1100689	+							JIQ42_03940	1326		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1099364	1100689	+			KAG5497454.1	hypothetical protein			JIQ42_03940	1326		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1099364	1100689	+	KAG5497454.1			hypothetical protein			JIQ42_03940	1326	441	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1101730	1104864	+							JIQ42_03941	3135		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1101730	1104864	+			KAG5497455.1	hypothetical protein			JIQ42_03941	3135		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1101730	1104864	+	KAG5497455.1			hypothetical protein			JIQ42_03941	3135	1044	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1105999	1108863	+							JIQ42_03942	2865		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1105999	1108863	+			KAG5497456.1	hypothetical protein			JIQ42_03942	2865		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1105999	1108863	+	KAG5497456.1			hypothetical protein			JIQ42_03942	2865	954	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1109927	1111558	+							JIQ42_03943	1632		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1109927	1111558	+			KAG5497457.1	hypothetical protein			JIQ42_03943	1632		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1109927	1111558	+	KAG5497457.1			hypothetical protein			JIQ42_03943	1632	543	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1114046	1117285	+							JIQ42_03944	3240		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1114046	1117285	+			KAG5497458.1	hypothetical protein			JIQ42_03944	3240		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1114046	1117285	+	KAG5497458.1			hypothetical protein			JIQ42_03944	3240	1079	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1118194	1119114	+							JIQ42_03945	921		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1118194	1119114	+			KAG5497459.1	hypothetical protein			JIQ42_03945	921		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1118194	1119114	+	KAG5497459.1			hypothetical protein			JIQ42_03945	921	306	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1120170	1123145	+							JIQ42_03946	2976		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1120170	1123145	+			KAG5497460.1	hypothetical protein			JIQ42_03946	2976		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1120170	1123145	+	KAG5497460.1			hypothetical protein			JIQ42_03946	2976	991	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1123828	1124664	+							JIQ42_03947	837		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1123828	1124664	+			KAG5497461.1	hypothetical protein			JIQ42_03947	837		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1123828	1124664	+	KAG5497461.1			hypothetical protein			JIQ42_03947	837	278	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1125882	1126835	+							JIQ42_03948	954		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1125882	1126835	+			KAG5497462.1	hypothetical protein			JIQ42_03948	954		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1125882	1126835	+	KAG5497462.1			hypothetical protein			JIQ42_03948	954	317	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1129415	1130515	+							JIQ42_03949	1101		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1129415	1130515	+			KAG5497463.1	hypothetical protein			JIQ42_03949	1101		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1129415	1130515	+	KAG5497463.1			hypothetical protein			JIQ42_03949	1101	366	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1131661	1132629	+							JIQ42_03950	969		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1131661	1132629	+			KAG5497464.1	hypothetical protein			JIQ42_03950	969		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1131661	1132629	+	KAG5497464.1			hypothetical protein			JIQ42_03950	969	322	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1134520	1136226	+							JIQ42_03952	1707		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1134520	1136226	+			KAG5497465.1	hypothetical protein			JIQ42_03952	1707		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	29	CM030568.1	1134520	1136226	+	KAG5497465.1			hypothetical protein			JIQ42_03952	1707	568	
