# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	412665	415403	+			KAG5479252.1	hypothetical protein			LSCM4_01843	2739		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	412665	415403	+	KAG5479252.1			hypothetical protein			LSCM4_01843	2739	912	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	416490	420137	+							LSCM4_01844	3648		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	416490	420137	+			KAG5479253.1	hypothetical protein			LSCM4_01844	3648		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	416490	420137	+	KAG5479253.1			hypothetical protein			LSCM4_01844	3648	1215	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	421648	423354	+							LSCM4_01845	1707		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	421648	423354	+			KAG5479254.1	hypothetical protein			LSCM4_01845	1707		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	421648	423354	+	KAG5479254.1			hypothetical protein			LSCM4_01845	1707	568	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	425299	427062	+							LSCM4_01846	1764		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	425299	427062	+			KAG5479255.1	hypothetical protein			LSCM4_01846	1764		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	425299	427062	+	KAG5479255.1			hypothetical protein			LSCM4_01846	1764	587	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	431106	434750	+							LSCM4_01848	3645		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	431106	434750	+			KAG5479256.1	hypothetical protein			LSCM4_01848	3645		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	431106	434750	+	KAG5479256.1			hypothetical protein			LSCM4_01848	3645	1214	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	435987	438023	+							LSCM4_01849	2037		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	435987	438023	+			KAG5479257.1	hypothetical protein			LSCM4_01849	2037		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	435987	438023	+	KAG5479257.1			hypothetical protein			LSCM4_01849	2037	678	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	439325	441988	+							LSCM4_01850	2664		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	439325	441988	+			KAG5479258.1	hypothetical protein			LSCM4_01850	2664		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	439325	441988	+	KAG5479258.1			hypothetical protein			LSCM4_01850	2664	887	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	443644	443964	+							LSCM4_01851	321		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	443644	443964	+			KAG5479259.1	hypothetical protein			LSCM4_01851	321		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	443644	443964	+	KAG5479259.1			hypothetical protein			LSCM4_01851	321	106	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	445205	447586	+							LSCM4_01852	2382		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	445205	447586	+			KAG5479260.1	hypothetical protein			LSCM4_01852	2382		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	445205	447586	+	KAG5479260.1			hypothetical protein			LSCM4_01852	2382	793	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	448399	449166	+							LSCM4_01853	768		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	448399	449166	+			KAG5479261.1	hypothetical protein			LSCM4_01853	768		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	448399	449166	+	KAG5479261.1			hypothetical protein			LSCM4_01853	768	255	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	450459	452576	+							LSCM4_01854	2118		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	450459	452576	+			KAG5479262.1	hypothetical protein			LSCM4_01854	2118		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	450459	452576	+	KAG5479262.1			hypothetical protein			LSCM4_01854	2118	705	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	454571	461551	+							LSCM4_01855	6981		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	454571	461551	+			KAG5479263.1	hypothetical protein			LSCM4_01855	6981		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	454571	461551	+	KAG5479263.1			hypothetical protein			LSCM4_01855	6981	2326	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	463672	480522	+							LSCM4_01856	16851		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	463672	480522	+			KAG5479264.1	hypothetical protein			LSCM4_01856	16851		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	463672	480522	+	KAG5479264.1			hypothetical protein			LSCM4_01856	16851	5616	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	481204	484441	+							LSCM4_01857	3238		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	481204	484441	+			KAG5479265.1	hypothetical protein			LSCM4_01857	1476		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	481204	484441	+	KAG5479265.1			hypothetical protein			LSCM4_01857	1476	491	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	485318	486619	+							LSCM4_01858	1302		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	485318	486619	+			KAG5479266.1	hypothetical protein			LSCM4_01858	1302		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	485318	486619	+	KAG5479266.1			hypothetical protein			LSCM4_01858	1302	433	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	488000	491179	+							LSCM4_01859	3180		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	488000	491179	+			KAG5479267.1	hypothetical protein			LSCM4_01859	3180		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	488000	491179	+	KAG5479267.1			hypothetical protein			LSCM4_01859	3180	1059	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	492050	493399	+							LSCM4_01860	1350		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	492050	493399	+			KAG5479268.1	hypothetical protein			LSCM4_01860	1350		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	492050	493399	+	KAG5479268.1			hypothetical protein			LSCM4_01860	1350	449	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	493972	496935	+							LSCM4_01861	2964		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	493972	496935	+			KAG5479269.1	hypothetical protein			LSCM4_01861	2964		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	493972	496935	+	KAG5479269.1			hypothetical protein			LSCM4_01861	2964	987	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	498413	500110	+							LSCM4_01862	1698		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	498413	500110	+			KAG5479270.1	hypothetical protein			LSCM4_01862	1698		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	498413	500110	+	KAG5479270.1			hypothetical protein			LSCM4_01862	1698	565	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	500715	501404	+							LSCM4_01863	690		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	500715	501404	+			KAG5479271.1	hypothetical protein			LSCM4_01863	690		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	500715	501404	+	KAG5479271.1			hypothetical protein			LSCM4_01863	690	229	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	502868	503836	+							LSCM4_01864	969		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	502868	503836	+			KAG5479272.1	hypothetical protein			LSCM4_01864	969		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	502868	503836	+	KAG5479272.1			hypothetical protein			LSCM4_01864	969	322	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	505512	510428	+							LSCM4_01865	4917		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	505512	510428	+			KAG5479273.1	hypothetical protein			LSCM4_01865	4863		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	505512	510428	+	KAG5479273.1			hypothetical protein			LSCM4_01865	4863	1620	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	511095	511586	+							LSCM4_01866	492		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	511095	511586	+			KAG5479274.1	hypothetical protein			LSCM4_01866	492		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	511095	511586	+	KAG5479274.1			hypothetical protein			LSCM4_01866	492	163	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	512331	515264	-							LSCM4_01867	2934		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	512331	515264	-			KAG5479275.1	hypothetical protein			LSCM4_01867	2934		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	512331	515264	-	KAG5479275.1			hypothetical protein			LSCM4_01867	2934	977	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	516453	518987	-							LSCM4_01868	2535		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	516453	518987	-			KAG5479276.1	hypothetical protein			LSCM4_01868	2535		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	516453	518987	-	KAG5479276.1			hypothetical protein			LSCM4_01868	2535	844	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	520416	521774	-							LSCM4_01869	1359		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	520416	521774	-			KAG5479277.1	hypothetical protein			LSCM4_01869	1359		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	520416	521774	-	KAG5479277.1			hypothetical protein			LSCM4_01869	1359	452	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	523007	526258	-							LSCM4_01870	3252		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	523007	526258	-			KAG5479278.1	hypothetical protein			LSCM4_01870	3252		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	523007	526258	-	KAG5479278.1			hypothetical protein			LSCM4_01870	3252	1083	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	527818	529383	-							LSCM4_01871	1566		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	527818	529383	-			KAG5479279.1	hypothetical protein			LSCM4_01871	1566		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	527818	529383	-	KAG5479279.1			hypothetical protein			LSCM4_01871	1566	521	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	530269	531456	-							LSCM4_01872	1188		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	530269	531456	-			KAG5479280.1	hypothetical protein			LSCM4_01872	1188		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	530269	531456	-	KAG5479280.1			hypothetical protein			LSCM4_01872	1188	395	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	533674	534852	-							LSCM4_01873	1179		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	533674	534852	-			KAG5479281.1	hypothetical protein			LSCM4_01873	1179		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	533674	534852	-	KAG5479281.1			hypothetical protein			LSCM4_01873	1179	392	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	536275	537507	-							LSCM4_01874	1233		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	536275	537507	-			KAG5479282.1	hypothetical protein			LSCM4_01874	1233		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	536275	537507	-	KAG5479282.1			hypothetical protein			LSCM4_01874	1233	410	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	538867	542286	-							LSCM4_01875	3420		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	538867	542286	-			KAG5479283.1	hypothetical protein			LSCM4_01875	3420		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	538867	542286	-	KAG5479283.1			hypothetical protein			LSCM4_01875	3420	1139	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	560345	579371	-							LSCM4_01876	19027		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	560345	579371	-			KAG5479284.1	hypothetical protein			LSCM4_01876	15186		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	560345	579371	-	KAG5479284.1			hypothetical protein			LSCM4_01876	15186	5061	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	583257	585149	-							LSCM4_01877	1893		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	583257	585149	-			KAG5479285.1	hypothetical protein			LSCM4_01877	1893		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	583257	585149	-	KAG5479285.1			hypothetical protein			LSCM4_01877	1893	630	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	586876	588012	-							LSCM4_01878	1137		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	586876	588012	-			KAG5479286.1	hypothetical protein			LSCM4_01878	1137		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	586876	588012	-	KAG5479286.1			hypothetical protein			LSCM4_01878	1137	378	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	591219	592307	-							LSCM4_01879	1089		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	591219	592307	-			KAG5479287.1	hypothetical protein			LSCM4_01879	1089		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	591219	592307	-	KAG5479287.1			hypothetical protein			LSCM4_01879	1089	362	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	593492	595282	-							LSCM4_01880	1791		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	593492	595282	-			KAG5479288.1	hypothetical protein			LSCM4_01880	1791		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	593492	595282	-	KAG5479288.1			hypothetical protein			LSCM4_01880	1791	596	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	597088	597891	-							LSCM4_01881	804		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	597088	597891	-			KAG5479289.1	hypothetical protein			LSCM4_01881	804		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	597088	597891	-	KAG5479289.1			hypothetical protein			LSCM4_01881	804	267	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	598645	599883	-							LSCM4_01882	1239		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	598645	599883	-			KAG5479290.1	hypothetical protein			LSCM4_01882	1239		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	598645	599883	-	KAG5479290.1			hypothetical protein			LSCM4_01882	1239	412	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	600760	602358	-							LSCM4_01883	1599		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	600760	602358	-			KAG5479291.1	hypothetical protein			LSCM4_01883	1599		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	600760	602358	-	KAG5479291.1			hypothetical protein			LSCM4_01883	1599	532	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	604127	604576	-							LSCM4_01884	450		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	604127	604576	-			KAG5479292.1	hypothetical protein			LSCM4_01884	450		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	604127	604576	-	KAG5479292.1			hypothetical protein			LSCM4_01884	450	149	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	610903	611787	-							LSCM4_01885	885		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	610903	611787	-			KAG5479293.1	hypothetical protein			LSCM4_01885	885		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	610903	611787	-	KAG5479293.1			hypothetical protein			LSCM4_01885	885	294	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	612857	613192	-							LSCM4_01886	336		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	612857	613192	-			KAG5479294.1	hypothetical protein			LSCM4_01886	336		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	612857	613192	-	KAG5479294.1			hypothetical protein			LSCM4_01886	336	111	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	617981	619501	-							LSCM4_01887	1521		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	617981	619501	-			KAG5479295.1	hypothetical protein			LSCM4_01887	1521		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	617981	619501	-	KAG5479295.1			hypothetical protein			LSCM4_01887	1521	506	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	620223	620912	-							LSCM4_01888	690		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	620223	620912	-			KAG5479296.1	hypothetical protein			LSCM4_01888	690		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	620223	620912	-	KAG5479296.1			hypothetical protein			LSCM4_01888	690	229	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	622648	623265	-							LSCM4_01889	618		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	622648	623265	-			KAG5479297.1	hypothetical protein			LSCM4_01889	618		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	622648	623265	-	KAG5479297.1			hypothetical protein			LSCM4_01889	618	205	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	623698	625032	-							LSCM4_01890	1335		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	623698	625032	-			KAG5479298.1	hypothetical protein			LSCM4_01890	1335		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	623698	625032	-	KAG5479298.1			hypothetical protein			LSCM4_01890	1335	444	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	625385	626152	-							LSCM4_01891	768		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	625385	626152	-			KAG5479299.1	hypothetical protein			LSCM4_01891	768		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	625385	626152	-	KAG5479299.1			hypothetical protein			LSCM4_01891	768	255	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	634505	635593	+							LSCM4_01892	1089		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	634505	635593	+			KAG5479300.1	hypothetical protein			LSCM4_01892	1089		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	634505	635593	+	KAG5479300.1			hypothetical protein			LSCM4_01892	1089	362	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	635938	639603	+							LSCM4_01893	3666		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	635938	639603	+			KAG5479301.1	hypothetical protein			LSCM4_01893	3666		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	635938	639603	+	KAG5479301.1			hypothetical protein			LSCM4_01893	3666	1221	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	640545	641975	+							LSCM4_01894	1431		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	640545	641975	+			KAG5479302.1	hypothetical protein			LSCM4_01894	1431		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	640545	641975	+	KAG5479302.1			hypothetical protein			LSCM4_01894	1431	476	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	643521	644048	+							LSCM4_01895	528		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	643521	644048	+			KAG5479303.1	hypothetical protein			LSCM4_01895	528		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	643521	644048	+	KAG5479303.1			hypothetical protein			LSCM4_01895	528	175	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	644680	645414	+							LSCM4_01896	735		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	644680	645414	+			KAG5479304.1	hypothetical protein			LSCM4_01896	735		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	644680	645414	+	KAG5479304.1			hypothetical protein			LSCM4_01896	735	244	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	646136	649024	+							LSCM4_01897	2889		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	646136	649024	+			KAG5479305.1	hypothetical protein			LSCM4_01897	2889		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	646136	649024	+	KAG5479305.1			hypothetical protein			LSCM4_01897	2889	962	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	651744	653600	+							LSCM4_01898	1857		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	651744	653600	+			KAG5479306.1	hypothetical protein			LSCM4_01898	1857		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	651744	653600	+	KAG5479306.1			hypothetical protein			LSCM4_01898	1857	618	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	654022	654549	+							LSCM4_01899	528		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	654022	654549	+			KAG5479307.1	hypothetical protein			LSCM4_01899	528		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	654022	654549	+	KAG5479307.1			hypothetical protein			LSCM4_01899	528	175	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	657555	658547	+							LSCM4_01900	993		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	657555	658547	+			KAG5479308.1	hypothetical protein			LSCM4_01900	993		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	657555	658547	+	KAG5479308.1			hypothetical protein			LSCM4_01900	993	330	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	663801	664916	+							LSCM4_01901	1116		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	663801	664916	+			KAG5479309.1	hypothetical protein			LSCM4_01901	1116		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	663801	664916	+	KAG5479309.1			hypothetical protein			LSCM4_01901	1116	371	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	665690	666778	+							LSCM4_01902	1089		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	665690	666778	+			KAG5479310.1	hypothetical protein			LSCM4_01902	1089		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	665690	666778	+	KAG5479310.1			hypothetical protein			LSCM4_01902	1089	362	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	667761	672386	+							LSCM4_01903	4626		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	667761	672386	+			KAG5479311.1	hypothetical protein			LSCM4_01903	4626		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	667761	672386	+	KAG5479311.1			hypothetical protein			LSCM4_01903	4626	1541	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	675860	678286	+							LSCM4_01904	2427		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	675860	678286	+			KAG5479312.1	hypothetical protein			LSCM4_01904	2427		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	675860	678286	+	KAG5479312.1			hypothetical protein			LSCM4_01904	2427	808	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	682770	684803	+							LSCM4_01905	2034		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	682770	684803	+			KAG5479313.1	hypothetical protein			LSCM4_01905	2034		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	682770	684803	+	KAG5479313.1			hypothetical protein			LSCM4_01905	2034	677	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	686805	695192	+							LSCM4_01906	8388		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	686805	695192	+			KAG5479314.1	hypothetical protein			LSCM4_01906	8388		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	686805	695192	+	KAG5479314.1			hypothetical protein			LSCM4_01906	8388	2795	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	696810	697826	+							LSCM4_01907	1017		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	696810	697826	+			KAG5479315.1	hypothetical protein			LSCM4_01907	1017		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	22	CM030453.1	696810	697826	+	KAG5479315.1			hypothetical protein			LSCM4_01907	1017	338	
