# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	765901	766857	-	KAG5501067.1			hypothetical protein			GH5_04660	957	318	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	768541	774960	-							GH5_04661	6420		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	768541	774960	-			KAG5501068.1	hypothetical protein			GH5_04661	6420		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	768541	774960	-	KAG5501068.1			hypothetical protein			GH5_04661	6420	2139	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	776117	777235	-							GH5_04662	1119		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	776117	777235	-			KAG5501069.1	hypothetical protein			GH5_04662	1119		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	776117	777235	-	KAG5501069.1			hypothetical protein			GH5_04662	1119	372	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	778515	783680	-							GH5_04663	5166		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	778515	783680	-			KAG5501070.1	hypothetical protein			GH5_04663	5166		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	778515	783680	-	KAG5501070.1			hypothetical protein			GH5_04663	5166	1721	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	786008	788353	-							GH5_04664	2346		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	786008	788353	-			KAG5501071.1	hypothetical protein			GH5_04664	2346		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	786008	788353	-	KAG5501071.1			hypothetical protein			GH5_04664	2346	781	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	789312	792023	-							GH5_04665	2712		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	789312	792023	-			KAG5501072.1	hypothetical protein			GH5_04665	2712		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	789312	792023	-	KAG5501072.1			hypothetical protein			GH5_04665	2712	903	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	794107	796065	-							GH5_04666	1959		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	794107	796065	-			KAG5501073.1	hypothetical protein			GH5_04666	1959		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	794107	796065	-	KAG5501073.1			hypothetical protein			GH5_04666	1959	652	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	799498	802119	-							GH5_04668	2622		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	799498	802119	-			KAG5501074.1	hypothetical protein			GH5_04668	2622		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	799498	802119	-	KAG5501074.1			hypothetical protein			GH5_04668	2622	873	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	803550	807317	-							GH5_04669	3768		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	803550	807317	-			KAG5501075.1	hypothetical protein			GH5_04669	3768		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	803550	807317	-	KAG5501075.1			hypothetical protein			GH5_04669	3768	1255	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	809023	809751	-							GH5_04670	729		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	809023	809751	-			KAG5501076.1	hypothetical protein			GH5_04670	729		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	809023	809751	-	KAG5501076.1			hypothetical protein			GH5_04670	729	242	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	810812	811234	-							GH5_04671	423		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	810812	811234	-			KAG5501077.1	hypothetical protein			GH5_04671	423		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	810812	811234	-	KAG5501077.1			hypothetical protein			GH5_04671	423	140	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	812359	816174	-							GH5_04672	3816		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	812359	816174	-			KAG5501078.1	hypothetical protein			GH5_04672	3816		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	812359	816174	-	KAG5501078.1			hypothetical protein			GH5_04672	3816	1271	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	820305	821354	-							GH5_04673	1050		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	820305	821354	-			KAG5501079.1	hypothetical protein			GH5_04673	1050		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	820305	821354	-	KAG5501079.1			hypothetical protein			GH5_04673	1050	349	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	822332	823111	-							GH5_04674	780		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	822332	823111	-			KAG5501080.1	hypothetical protein			GH5_04674	780		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	822332	823111	-	KAG5501080.1			hypothetical protein			GH5_04674	780	259	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	824869	827754	-							GH5_04675	2886		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	824869	827754	-			KAG5501081.1	hypothetical protein			GH5_04675	2886		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	824869	827754	-	KAG5501081.1			hypothetical protein			GH5_04675	2886	961	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	828543	833069	-							GH5_04676	4527		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	828543	833069	-			KAG5501082.1	hypothetical protein			GH5_04676	4527		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	828543	833069	-	KAG5501082.1			hypothetical protein			GH5_04676	4527	1508	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	834466	835740	-							GH5_04677	1275		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	834466	835740	-			KAG5501083.1	hypothetical protein			GH5_04677	1275		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	834466	835740	-	KAG5501083.1			hypothetical protein			GH5_04677	1275	424	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	836876	837211	-							GH5_04678	336		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	836876	837211	-			KAG5501084.1	hypothetical protein			GH5_04678	336		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	836876	837211	-	KAG5501084.1			hypothetical protein			GH5_04678	336	111	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	838361	841156	-							GH5_04679	2796		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	838361	841156	-			KAG5501085.1	hypothetical protein			GH5_04679	2796		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	838361	841156	-	KAG5501085.1			hypothetical protein			GH5_04679	2796	931	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	842303	845368	-							GH5_04680	3066		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	842303	845368	-			KAG5501086.1	hypothetical protein			GH5_04680	3066		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	842303	845368	-	KAG5501086.1			hypothetical protein			GH5_04680	3066	1021	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	847610	848203	-							GH5_04681	594		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	847610	848203	-			KAG5501087.1	hypothetical protein			GH5_04681	594		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	847610	848203	-	KAG5501087.1			hypothetical protein			GH5_04681	594	197	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	849371	851056	-							GH5_04682	1686		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	849371	851056	-			KAG5501088.1	hypothetical protein			GH5_04682	1686		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	849371	851056	-	KAG5501088.1			hypothetical protein			GH5_04682	1686	561	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	853073	854554	-							GH5_04683	1482		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	853073	854554	-			KAG5501089.1	hypothetical protein			GH5_04683	1482		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	853073	854554	-	KAG5501089.1			hypothetical protein			GH5_04683	1482	493	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	856289	857494	-							GH5_04684	1206		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	856289	857494	-			KAG5501090.1	hypothetical protein			GH5_04684	1206		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	856289	857494	-	KAG5501090.1			hypothetical protein			GH5_04684	1206	401	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	859389	860075	-							GH5_04685	687		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	859389	860075	-			KAG5501091.1	hypothetical protein			GH5_04685	687		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	859389	860075	-	KAG5501091.1			hypothetical protein			GH5_04685	687	228	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	862088	863254	-							GH5_04686	1167		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	862088	863254	-			KAG5501092.1	hypothetical protein			GH5_04686	1167		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	862088	863254	-	KAG5501092.1			hypothetical protein			GH5_04686	1167	388	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	864236	865384	-							GH5_04687	1149		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	864236	865384	-			KAG5501093.1	hypothetical protein			GH5_04687	1149		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	864236	865384	-	KAG5501093.1			hypothetical protein			GH5_04687	1149	382	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	866383	868890	-							GH5_04688	2508		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	866383	868890	-			KAG5501094.1	hypothetical protein			GH5_04688	2508		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	866383	868890	-	KAG5501094.1			hypothetical protein			GH5_04688	2508	835	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	870981	871229	-							GH5_04689	249		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	870981	871229	-			KAG5501095.1	hypothetical protein			GH5_04689	249		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	870981	871229	-	KAG5501095.1			hypothetical protein			GH5_04689	249	82	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	872685	873131	-							GH5_04690	447		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	872685	873131	-			KAG5501096.1	hypothetical protein			GH5_04690	447		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	872685	873131	-	KAG5501096.1			hypothetical protein			GH5_04690	447	148	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	874772	875713	-							GH5_04691	942		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	874772	875713	-			KAG5501097.1	hypothetical protein			GH5_04691	942		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	874772	875713	-	KAG5501097.1			hypothetical protein			GH5_04691	942	313	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	877894	881277	-							GH5_04692	3384		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	877894	881277	-			KAG5501098.1	hypothetical protein			GH5_04692	3384		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	877894	881277	-	KAG5501098.1			hypothetical protein			GH5_04692	3384	1127	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	884279	885289	-							GH5_04693	1011		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	884279	885289	-			KAG5501099.1	hypothetical protein			GH5_04693	1011		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	884279	885289	-	KAG5501099.1			hypothetical protein			GH5_04693	1011	336	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	887208	892742	-							GH5_04694	5535		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	887208	892742	-			KAG5501100.1	hypothetical protein			GH5_04694	5535		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	887208	892742	-	KAG5501100.1			hypothetical protein			GH5_04694	5535	1844	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	893612	896449	-							GH5_04695	2838		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	893612	896449	-			KAG5501101.1	hypothetical protein			GH5_04695	2838		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	893612	896449	-	KAG5501101.1			hypothetical protein			GH5_04695	2838	945	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	899693	899854	-							GH5_04696	162		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	899693	899854	-			KAG5501102.1	hypothetical protein			GH5_04696	162		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	899693	899854	-	KAG5501102.1			hypothetical protein			GH5_04696	162	53	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	900947	902074	-							GH5_04697	1128		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	900947	902074	-			KAG5501103.1	hypothetical protein			GH5_04697	1128		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	900947	902074	-	KAG5501103.1			hypothetical protein			GH5_04697	1128	375	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	903516	908303	-							GH5_04698	4788		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	903516	908303	-			KAG5501104.1	hypothetical protein			GH5_04698	4788		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	903516	908303	-	KAG5501104.1			hypothetical protein			GH5_04698	4788	1595	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	909872	911032	-							GH5_04699	1161		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	909872	911032	-			KAG5501105.1	hypothetical protein			GH5_04699	1161		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	909872	911032	-	KAG5501105.1			hypothetical protein			GH5_04699	1161	386	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	912221	912709	-							GH5_04700	489		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	912221	912709	-			KAG5501106.1	hypothetical protein			GH5_04700	489		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	912221	912709	-	KAG5501106.1			hypothetical protein			GH5_04700	489	162	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	913819	914544	-							GH5_04701	726		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	913819	914544	-			KAG5501107.1	hypothetical protein			GH5_04701	726		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	913819	914544	-	KAG5501107.1			hypothetical protein			GH5_04701	726	241	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	916213	917214	-							GH5_04702	1002		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	916213	917214	-			KAG5501108.1	hypothetical protein			GH5_04702	1002		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	916213	917214	-	KAG5501108.1			hypothetical protein			GH5_04702	1002	333	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	918434	919471	-							GH5_04703	1038		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	918434	919471	-			KAG5501109.1	hypothetical protein			GH5_04703	1038		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	918434	919471	-	KAG5501109.1			hypothetical protein			GH5_04703	1038	345	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	920550	927449	-							GH5_04704	6900		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	920550	927449	-			KAG5501110.1	hypothetical protein			GH5_04704	6900		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	920550	927449	-	KAG5501110.1			hypothetical protein			GH5_04704	6900	2299	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	928385	928621	-							GH5_04705	237		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	928385	928621	-			KAG5501111.1	hypothetical protein			GH5_04705	237		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	928385	928621	-	KAG5501111.1			hypothetical protein			GH5_04705	237	78	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	929579	931864	-							GH5_04706	2286		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	929579	931864	-			KAG5501112.1	hypothetical protein			GH5_04706	2286		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	929579	931864	-	KAG5501112.1			hypothetical protein			GH5_04706	2286	761	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	932816	934003	-							GH5_04707	1188		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	932816	934003	-			KAG5501113.1	hypothetical protein			GH5_04707	1188		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	932816	934003	-	KAG5501113.1			hypothetical protein			GH5_04707	1188	395	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	934592	938023	-							GH5_04708	3432		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	934592	938023	-			KAG5501114.1	hypothetical protein			GH5_04708	3432		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	934592	938023	-	KAG5501114.1			hypothetical protein			GH5_04708	3432	1143	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	939943	942078	-							GH5_04709	2136		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	939943	942078	-			KAG5501115.1	hypothetical protein			GH5_04709	2136		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	939943	942078	-	KAG5501115.1			hypothetical protein			GH5_04709	2136	711	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	944285	946072	-							GH5_04710	1788		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	944285	946072	-			KAG5501116.1	hypothetical protein			GH5_04710	1788		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	944285	946072	-	KAG5501116.1			hypothetical protein			GH5_04710	1788	595	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	948194	950491	-							GH5_04711	2298		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	948194	950491	-			KAG5501117.1	hypothetical protein			GH5_04711	2298		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	948194	950491	-	KAG5501117.1			hypothetical protein			GH5_04711	2298	765	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	951800	953881	-							GH5_04712	2082		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	951800	953881	-			KAG5501118.1	hypothetical protein			GH5_04712	2082		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	951800	953881	-	KAG5501118.1			hypothetical protein			GH5_04712	2082	693	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	954664	955212	-							GH5_04713	549		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	954664	955212	-			KAG5501119.1	hypothetical protein			GH5_04713	549		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	954664	955212	-	KAG5501119.1			hypothetical protein			GH5_04713	549	182	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	955805	956548	-							GH5_04714	744		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	955805	956548	-			KAG5501120.1	hypothetical protein			GH5_04714	744		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	955805	956548	-	KAG5501120.1			hypothetical protein			GH5_04714	744	247	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	957413	958357	-							GH5_04715	945		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	957413	958357	-			KAG5501121.1	hypothetical protein			GH5_04715	945		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	957413	958357	-	KAG5501121.1			hypothetical protein			GH5_04715	945	314	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	958916	960094	-							GH5_04716	1179		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	958916	960094	-			KAG5501122.1	hypothetical protein			GH5_04716	1179		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	958916	960094	-	KAG5501122.1			hypothetical protein			GH5_04716	1179	392	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	960473	961024	-							GH5_04717	552		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	960473	961024	-			KAG5501123.1	hypothetical protein			GH5_04717	552		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	960473	961024	-	KAG5501123.1			hypothetical protein			GH5_04717	552	183	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	961260	962504	-							GH5_04718	1245		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	961260	962504	-			KAG5501124.1	hypothetical protein			GH5_04718	1245		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	961260	962504	-	KAG5501124.1			hypothetical protein			GH5_04718	1245	414	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	967817	970708	-							GH5_04720	2892		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	967817	970708	-			KAG5501125.1	hypothetical protein			GH5_04720	2892		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	967817	970708	-	KAG5501125.1			hypothetical protein			GH5_04720	2892	963	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1028260	1029729	+							GH5_04722	1470		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1028260	1029729	+			KAG5501126.1	hypothetical protein			GH5_04722	1470		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1028260	1029729	+	KAG5501126.1			hypothetical protein			GH5_04722	1470	489	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1030488	1031150	+							GH5_04723	663		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1030488	1031150	+			KAG5501127.1	hypothetical protein			GH5_04723	663		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1030488	1031150	+	KAG5501127.1			hypothetical protein			GH5_04723	663	220	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1031583	1032740	+							GH5_04724	1158		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1031583	1032740	+			KAG5501128.1	hypothetical protein			GH5_04724	1158		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1031583	1032740	+	KAG5501128.1			hypothetical protein			GH5_04724	1158	385	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1033129	1033590	+							GH5_04725	462		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1033129	1033590	+			KAG5501129.1	hypothetical protein			GH5_04725	462		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1033129	1033590	+	KAG5501129.1			hypothetical protein			GH5_04725	462	153	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1034040	1034381	+							GH5_04726	342		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1034040	1034381	+			KAG5501130.1	hypothetical protein			GH5_04726	342		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1034040	1034381	+	KAG5501130.1			hypothetical protein			GH5_04726	342	113	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1035091	1036560	+							GH5_04727	1470		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1035091	1036560	+			KAG5501131.1	hypothetical protein			GH5_04727	1470		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1035091	1036560	+	KAG5501131.1			hypothetical protein			GH5_04727	1470	489	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1037339	1038529	+							GH5_04728	1191		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1037339	1038529	+			KAG5501132.1	hypothetical protein			GH5_04728	1191		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	27	CM030494.1	1037339	1038529	+	KAG5501132.1			hypothetical protein			GH5_04728	1191	396	
